"Time","Return","Price","RelativeConditionalScale","CascadeActivity","FineScaleDissipation"
4631,0.0019837375176713678,20.171339827934844,1.012452779052913,0.0006252342539860541,0.00002742395242358303
4632,-0.008615867663499503,19.998292779102695,1.0120024854882146,0.0006025349132615852,0.000025810489112653227
4633,0.018914694705339127,20.380154394908367,1.0115725972892804,0.0005808705916086416,0.0000242999072843911
4634,0.02912309506260153,20.982414846027712,1.0111619977426993,0.0005601841451896711,0.000022885047857551647
4635,-0.006563299150060836,20.84515192205671,1.0107696416122494,0.0005404221315043443,0.000021559297109902946
4636,0.006694602246343921,20.98517008294611,1.0103945499222298,0.0005215345350316715,0.000020316541229884945
4637,-0.02281147621676098,20.511886051538593,1.0100358051664278,0.0005034745157033398,0.000019151124996928132
4638,0.018307918016139502,20.890874640010516,1.0096925469044933,0.0004861981781067239,0.000018057814183711956
4639,-0.003122165058904636,20.825751596506144,1.0093639677112318,0.00046966435952749746,0.00001703176131684209
4640,-0.03109409439542891,20.188157781887142,2.470189770782347,0.14415413193447563,0.00001606847447070556
4641,-0.03725789285702466,19.44982925218415,2.52335230437518,0.1547443214338202,0.000015163788803221157
4642,0.014188023325373241,19.727750799870805,2.5828290346715788,0.16753402448215907,0.000014313840572359481
4643,0.032208671462148904,20.373498965443154,2.7058825761493193,0.19772733270294218,0.0066994815542629
4644,0.05239486908966752,21.469425539284057,2.8692560485051866,0.2479680805766079,0.022477745435301056
4645,0.03969683215400212,22.338835973530617,2.9990947099087366,0.299592987922932,0.04114141273606933
4646,-0.013705433535427159,22.034761040969308,3.076572402194492,0.337314870239322,0.05695149842541289
4647,0.05314657530338517,23.23751106034379,3.10964801713051,0.35541809156161797,0.06727366678825979
4648,0.04697204008138903,24.35506580340067,3.1091184889722894,0.35511767774918257,0.07191953052548171
4649,0.01104071349809136,24.62545299429929,3.0830941050013085,0.34078100866680794,0.07193181350357335
4650,-0.0022719295557067022,24.569569205871954,3.0371421279721913,0.3173586965148721,0.06870462599749749
4651,-0.025654325341809944,23.947269947628936,2.9752289710525055,0.28912248423160336,0.0635222968607754
4652,0.06306455116077972,25.50613161780601,2.900451644734721,0.25925894513427955,0.05738616041072455
4653,-0.003865979294623391,25.407715800416973,2.8154804702379828,0.2299008700940624,0.0509956826327781
4654,-0.02077904111215465,24.88521516018642,2.722786092613806,0.2023293924358533,0.04479510856950502
4655,-0.015354747393700307,24.5060275823044,2.624723722457417,0.1772069818611893,0.03903737696645964
4656,0.03655344541698941,25.4183805615626,2.523530572267811,0.15478111605140782,0.03384335500840488
4657,0.013469890878752114,25.763079692102117,2.4212789121370664,0.1350408494949233,0.02924886486978787
4658,-0.028491006550431453,25.039421446785187,2.3198163434639367,0.11782786408465534,0.025238825574918855
4659,-0.005610946742985019,24.89932000500073,2.220714793727999,0.10291054992968231,0.02177051282730729
4660,-0.03177390211187932,24.12060831626059,2.125240120221749,0.09003073932498841,0.01878857539871567
4661,0.021536337428770935,24.645711985140743,2.034345946282615,0.07893143335622749,0.016234218505347647
4662,0.018732188369895725,25.111731258056974,1.9486893684708906,0.06937194351913259,0.01405046239424294
4663,-0.0021925589548927394,25.056732622722446,1.8686628223734254,0.06113505864947813,0.012184870973154885
4664,-0.02689737147659648,24.391755535600232,1.794435375491668,0.054029387758390765,0.010590717179071578
4665,0.040369834847759974,25.396592771309614,1.7259973219290612,0.04788894900587358,0.009227228412396378
4666,0.015278490306973433,25.787593713861533,1.6632034023861815,0.042571317700269715,0.008059325462468483
4667,0.0200075840163881,26.308737188084464,1.605811632492239,0.03795513590621489,0.0070571116882823135
4668,-0.01272263230844134,25.976141033933885,1.5535161983552195,0.03393745329417806,0.0061952659527100325
4669,-0.015060054271446367,25.58786997030993,1.5059739944853983,0.030431157896908062,0.005452426680987151
4670,-0.012513218027414397,25.26967832709373,1.4628251119576263,0.027362625698699766,0.0048106132442378565
4671,-0.0014049613898748335,25.23420033315133,1.423707991447237,0.02466964090487101,0.004254706015087497
4672,-0.02651046151683391,24.574019549329496,1.3882701229519199,0.02229959497519498,0.0037719919999629685
4673,-0.021640782033414026,24.047931557806624,1.3561751854190485,0.020207949300651902,0.003351774998735288
4674,-0.008730741525358656,23.838889158601365,1.327107442465172,0.01835693553467365,0.002985045230422682
4675,-0.0012659942675105902,23.808728357311853,1.3007740926251756,0.01671446386555127,0.0026642016742939438
4676,-0.019625884321999205,23.346016426141723,1.2769061445210954,0.015253209724884597,0.002382819999377716
4677,-0.015227535280030673,22.993207162480125,1.255258266283919,0.013949851628025148,0.002135459276128788
4678,-0.004558362474934457,22.888634311326225,1.2356079528214745,0.01278443589768396,0.0019175013153734895
4679,-0.010384864439918456,22.652168902534346,1.2177542668429095,0.011739847288532874,0.00172501725070742
4680,0.012851875203614568,22.94517052759166,1.201516339515482,0.010801367667120431,0.0015546567554765387
4681,0.016073034873075345,23.316948852834482,1.1867317622862055,0.009956307744651104,0.0014035560055871731
4682,-0.022649039156035656,22.794778020775414,1.1732549602240503,0.009193699349576779,0.0012692611391687378
4683,0.004421567057562068,22.89578981099139,1.1609556066796847,0.008504037858216303,0.0011496645167417762
4684,0.0024943319695586294,22.952970796017876,1.149717116817727,0.00787906619906642,0.0010429515541090276
4685,0.008267286118806106,23.14351613399719,1.1394352417018299,0.0073115933469436924,0.000947556292501062
4686,0.010893556950261523,23.39700956074761,1.13001677352241,0.0067953414669595395,0.0008621241961555727
4687,-0.018107353836010465,22.977164245149677,1.121378365002438,0.006324816894659774,0.0007854809362343395
4688,-0.005735570358547462,22.84575431866791,1.1134454610365319,0.005895200982965091,0.0007166061408696689
4689,-0.005838926117882552,22.712748331042924,1.1061513374842786,0.005502257539894866,0.0006546112722531067
4690,-0.013393281253965583,22.410578146654466,1.0994362402069577,0.005142254149968384,0.0005987209399892781
4691,-0.012806291509796354,22.125411610194245,1.093246616507462,0.0048118951389379844,0.0005482570813141664
4692,-0.005004264313342007,22.014966780501204,1.087534430815095,0.004508264324628187,0.0005026255381193592
4693,0.0042039692707325944,22.1077118364322,1.0822565565406728,0.004228776011393308,0.0004613046420779313
4694,0.004134454454394615,22.19930437623154,1.0773742363642644,0.003971132944575726,0.00042383548585363495
4695,-0.019816891937922874,21.76371344447667,1.0728526037038204,0.0037332901545718156,0.0003898136131050303
4696,0.011971974021517106,22.025833975777626,1.0686602586760647,0.0035134237960278768,0.00035888190497917273
4697,-0.01291640895566315,21.743168736300106,1.0647688924529382,0.003309904233080891,0.0003307244778216252
